CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD368760,09/15/2020 03:00:00 PM,017XX W FULLERTON AVE,0810,THEFT,OVER $500,CONSTRUCTION SITE,N,N,1931,32,06,1164222,1915991,41.92510186,-87.671992307,"(41.92510186, -87.671992307)"
JE159452,03/04/2021 08:47:00 PM,043XX W JACKSON BLVD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1131,28,18,1147576,1898335,41.876987947,-87.733611303,"(41.876987947, -87.733611303)"
JD439262,11/20/2020 11:30:00 PM,023XX W HADDON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,1212,1,14,,,,,
JE162490,03/04/2021 04:35:00 PM,038XX S WALLACE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,915,11,06,1172927,1879459,41.824666904,-87.64108897,"(41.824666904, -87.64108897)"
JD272583,06/22/2020 02:43:00 PM,102XX S CARPENTER ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,2232,34,18,1171127,1836822,41.707705302,-87.648937224,"(41.707705302, -87.648937224)"
JD245617,05/28/2020 03:22:00 PM,026XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,133,3,15,1176720,1886903,41.84500912,-87.626949115,"(41.84500912, -87.626949115)"
JD245031,05/28/2020 12:45:00 AM,038XX W ROOSEVELT RD,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,GAS STATION,N,N,1011,24,03,1151170,1894442,41.866235446,-87.720517147,"(41.866235446, -87.720517147)"
JD368363,09/15/2020 07:06:00 PM,070XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,322,6,14,1178810,1858430,41.766829271,-87.620146244,"(41.766829271, -87.620146244)"
JD220697,04/29/2020 05:00:00 PM,002XX N HAMLIN BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1122,28,06,1151028,1900754,41.883559057,-87.7208731,"(41.883559057, -87.7208731)"
JD333498,08/15/2020 10:30:00 AM,009XX N HARDING AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1112,37,05,1149882,1906076,41.898185553,-87.724942769,"(41.898185553, -87.724942769)"
JE143417,02/16/2021 08:40:00 PM,003XX N MENARD AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,N,N,1512,29,03,1137652,1901657,41.886288459,-87.769969735,"(41.886288459, -87.769969735)"
JD273354,06/22/2020 04:00:00 PM,011XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1212,1,14,1162854,1907868,41.902840627,-87.677247286,"(41.902840627, -87.677247286)"
JD338226,08/07/2020 01:00:00 PM,033XX W DIVERSEY AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1412,35,06,1153792,1918425,41.931995294,-87.710252059,"(41.931995294, -87.710252059)"
JD245101,05/28/2020 03:23:00 AM,033XX N NOTTINGHAM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1632,29,14,1128168,1921295,41.940343313,-87.80435314,"(41.940343313, -87.80435314)"
JD273845,06/22/2020 05:30:00 PM,132XX S GREENWOOD AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,CHA APARTMENT,N,Y,533,9,02,1186054,1817694,41.654876979,-87.594874948,"(41.654876979, -87.594874948)"
JD437237,11/20/2020 08:55:00 PM,083XX S YATES BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,N,N,412,7,01A,1193623,1850241,41.744008135,-87.566119307,"(41.744008135, -87.566119307)"
JE141631,02/14/2021 02:00:00 PM,008XX W KINZIE ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,1170560,1902893,41.889023706,-87.649087622,"(41.889023706, -87.649087622)"
JD303251,07/19/2020 09:22:00 PM,059XX S LAKE SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,331,5,08B,1190311,1866024,41.787398367,-87.577746575,"(41.787398367, -87.577746575)"
JD333863,08/15/2020 12:30:00 PM,024XX N LINCOLN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1932,43,07,1169984,1916693,41.926904284,-87.650799648,"(41.926904284, -87.650799648)"
JD220289,04/29/2020 11:20:00 PM,006XX W 54TH PL,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,935,20,04B,1172985,1868754,41.795290045,-87.641192484,"(41.795290045, -87.641192484)"
JD221577,04/28/2020 09:00:00 PM,022XX N CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1431,1,06,1159509,1915108,41.922777284,-87.68933441,"(41.922777284, -87.68933441)"
JE158923,03/04/2021 11:51:00 AM,032XX E 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,424,10,08B,1199422,1845243,41.73014941,-87.545039445,"(41.73014941, -87.545039445)"
JD304182,07/19/2020 01:00:00 AM,002XX W 108TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,513,34,07,1176630,1833323,41.69798176,-87.628889948,"(41.69798176, -87.628889948)"
JD302869,07/19/2020 02:45:00 PM,034XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,912,12,06,1163355,1881806,41.831313599,-87.676139896,"(41.831313599, -87.676139896)"
JD245071,05/28/2020 02:02:00 AM,061XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,712,16,08B,1170697,1864104,41.782580161,-87.649718184,"(41.782580161, -87.649718184)"
JE163150,02/19/2021 01:00:00 PM,069XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,733,6,07,1170841,1858892,41.768274665,-87.649342221,"(41.768274665, -87.649342221)"
JE112524,01/14/2021 01:09:00 PM,076XX N SHERIDAN RD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,Y,N,2422,49,18,1165467,1950780,42.020537666,-87.666422486,"(42.020537666, -87.666422486)"
JE158883,03/04/2021 11:40:00 AM,034XX W 63RD ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,823,23,11,1154582,1862632,41.778877155,-87.708840106,"(41.778877155, -87.708840106)"
JE164182,02/26/2021 12:00:00 PM,077XX S HERMITAGE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,611,17,17,1166024,1853420,41.753362509,-87.667154177,"(41.753362509, -87.667154177)"
JD273495,06/22/2020 06:30:00 PM,065XX W DEVON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1611,41,14,1131588,1942083,41.997329071,-87.791299866,"(41.997329071, -87.791299866)"
JD302597,07/19/2020 12:02:00 AM,055XX W BERTEAU AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1624,38,14,1138664,1927378,41.95685145,-87.765628074,"(41.95685145, -87.765628074)"
JD219571,04/29/2020 02:13:00 AM,031XX W 66TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,831,17,14,1156705,1860698,41.7735274,-87.701109068,"(41.7735274, -87.701109068)"
JE158562,03/04/2021 12:22:00 AM,065XX S MORGAN ST,1020,ARSON,BY FIRE,RESIDENCE - PORCH / HALLWAY,N,N,724,6,09,1170770,1861434,41.775251772,-87.649528386,"(41.775251772, -87.649528386)"
JE158575,03/04/2021 01:01:00 AM,069XX S JEFFERY BLVD,0558,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS,N,N,332,5,04A,1190742,1859361,41.769104193,-87.576381358,"(41.769104193, -87.576381358)"
JD273007,06/22/2020 07:10:00 PM,066XX S MINERVA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,321,5,14,1185025,1861216,41.77433064,-87.597278676,"(41.77433064, -87.597278676)"
JD245525,05/28/2020 10:00:00 AM,051XX S PULASKI RD,2820,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,N,N,822,23,08A,1150571,1870192,41.799701947,-87.7233483,"(41.799701947, -87.7233483)"
JD337988,08/14/2020 09:00:00 AM,037XX N CLIFTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1923,44,11,1168083,1925103,41.950023026,-87.657541341,"(41.950023026, -87.657541341)"
JD273222,06/22/2020 06:00:00 PM,075XX S ASHLAND AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,611,17,06,1166980,1854972,41.757601044,-87.663606511,"(41.757601044, -87.663606511)"
JD333090,08/15/2020 06:35:00 AM,030XX N LINDER AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,Y,N,2514,31,26,1139172,1919705,41.935786734,-87.76394788,"(41.935786734, -87.76394788)"
JD220680,04/29/2020 12:00:00 AM,091XX S ESSEX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,423,7,14,1194422,1844922,41.729392755,-87.563366113,"(41.729392755, -87.563366113)"
JE145093,02/14/2021 04:20:00 PM,116XX S AVENUE L,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,433,10,06,1201920,1828372,41.683790848,-87.53646065,"(41.683790848, -87.53646065)"
JE158617,03/04/2021 12:00:00 AM,078XX S ESSEX AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,421,7,02,1194218,1853555,41.753087441,-87.563830618,"(41.753087441, -87.563830618)"
JE163777,02/27/2021 09:00:00 AM,054XX S WABASH AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,225,3,06,1177641,1868937,41.795688076,-87.624113418,"(41.795688076, -87.624113418)"
JE160860,03/04/2021 08:00:00 PM,063XX S MARYLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,312,20,07,1183001,1863219,41.779874354,-87.604635996,"(41.779874354, -87.604635996)"
JE167823,03/13/2021 12:00:00 PM,084XX S MACKINAW AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,424,10,08A,1199937,1849630,41.742174701,-87.54300531,"(41.742174701, -87.54300531)"
JE159741,03/04/2021 07:00:00 AM,078XX S LOOMIS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,612,17,07,1168357,1852832,41.751699067,-87.658621488,"(41.751699067, -87.658621488)"
JD219785,04/29/2020 11:00:00 AM,044XX W WEST END AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,OTHER (SPECIFY),N,Y,1113,28,04B,1146946,1900610,41.883242868,-87.735866347,"(41.883242868, -87.735866347)"
JE163779,02/18/2021 12:00:00 PM,100XX S BENSLEY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,431,7,11,1194475,1838880,41.71281164,-87.563369919,"(41.71281164, -87.563369919)"
JD273229,06/22/2020 07:00:00 PM,014XX W 69TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,725,17,06,1167725,1858985,41.7685973,-87.660761186,"(41.7685973, -87.660761186)"
JD223164,04/09/2020 08:00:00 AM,046XX S LECLAIRE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,814,22,06,1143140,1873381,41.808594548,-87.750520923,"(41.808594548, -87.750520923)"
JD334057,08/15/2020 09:00:00 PM,062XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,N,714,16,08B,1166738,1863437,41.780835284,-87.664252074,"(41.780835284, -87.664252074)"
JE130453,01/29/2021 09:00:00 PM,050XX N DAMEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,2032,40,11,1162098,1933408,41.972939731,-87.679308493,"(41.972939731, -87.679308493)"
JE141418,02/14/2021 11:07:00 AM,040XX W MONROE ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1115,28,18,1149519,1899355,41.879749464,-87.72645064,"(41.879749464, -87.72645064)"
JE141539,02/14/2021 01:00:00 PM,024XX N CENTRAL PARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2524,31,14,1151970,1915984,41.925333126,-87.717012168,"(41.925333126, -87.717012168)"
JE141333,02/14/2021 08:50:00 AM,074XX S COLES AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,334,7,06,1195346,1856413,41.760902246,-87.559602826,"(41.760902246, -87.559602826)"
JE141327,02/14/2021 08:30:00 AM,109XX S GREEN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,2233,34,07,1172596,1832315,41.695305243,-87.643689872,"(41.695305243, -87.643689872)"
JE112812,01/14/2021 05:00:00 PM,008XX N KOLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1111,37,08B,1147222,1905255,41.895983988,-87.734733859,"(41.895983988, -87.734733859)"
JE159432,03/04/2021 09:10:00 PM,005XX E 67TH ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,321,20,03,1181184,1860714,41.77304245,-87.611374401,"(41.77304245, -87.611374401)"
JE127181,01/29/2021 12:29:00 AM,045XX W CONGRESS PKWY,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,Y,1131,28,08B,1146352,1897308,41.874193118,-87.738131662,"(41.874193118, -87.738131662)"
JE159795,03/04/2021 10:00:00 PM,064XX S ELLIS AVE,0810,THEFT,OVER $500,ALLEY,N,N,314,20,06,1184164,1862461,41.777767211,-87.600396013,"(41.777767211, -87.600396013)"
JE161972,03/04/2021 12:00:00 PM,104XX S PARNELL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,2233,34,11,1174473,1835739,41.704659763,-87.636716179,"(41.704659763, -87.636716179)"
JE141400,02/14/2021 10:45:00 AM,047XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,1911,40,06,1159516,1931305,41.967222694,-87.688861224,"(41.967222694, -87.688861224)"
JE159792,03/04/2021 11:00:00 AM,076XX S HALSTED ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,621,17,07,1172288,1854297,41.755633717,-87.644173224,"(41.755633717, -87.644173224)"
JE159361,03/04/2021 07:27:00 PM,069XX S BISHOP ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,734,17,04B,1167866,1858647,41.767666757,-87.660254046,"(41.767666757, -87.660254046)"
JE164002,01/12/2021 05:00:00 PM,035XX W 58TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,822,23,26,1153744,1865926,41.787933045,-87.711825028,"(41.787933045, -87.711825028)"
JD334154,08/15/2020 09:47:00 PM,0000X E HARRISON ST,0620,BURGLARY,UNLAWFUL ENTRY,HOTEL / MOTEL,N,N,123,42,05,1177081,1897625,41.874422837,-87.625299815,"(41.874422837, -87.625299815)"
JD221425,04/29/2020 09:30:00 PM,031XX N MASON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2514,30,07,1136172,1920243,41.93731721,-87.774960404,"(41.93731721, -87.774960404)"
JD332915,08/15/2020 12:07:00 AM,0000X E 11TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARK PROPERTY,Y,N,123,4,15,1176868,1895744,41.869266079,-87.626138746,"(41.869266079, -87.626138746)"
JE158847,03/04/2021 10:59:00 AM,039XX W DICKENS AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,APARTMENT,N,N,2525,26,03,1149946,1913669,41.919020236,-87.724509752,"(41.919020236, -87.724509752)"
JD221551,04/29/2020 03:45:00 PM,019XX S HARDING AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1014,24,06,1150365,1890168,41.85452281,-87.723583827,"(41.85452281, -87.723583827)"
JE159423,03/04/2021 08:24:00 PM,047XX W DIVISION ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,Y,N,2533,37,18,1144415,1907563,41.902370676,-87.744985364,"(41.902370676, -87.744985364)"
JD246607,05/28/2020 12:00:00 PM,012XX W LOYOLA AVE,0460,BATTERY,SIMPLE,CTA TRAIN,N,N,2432,49,08B,1166927,1943695,42.001064985,-87.661254473,"(42.001064985, -87.661254473)"
JD219869,04/29/2020 01:02:00 PM,038XX W POLK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1133,24,26,1151025,1896094,41.870771562,-87.721006199,"(41.870771562, -87.721006199)"
JD333439,08/15/2020 01:20:00 PM,066XX S UNIVERSITY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,321,5,08A,1184694,1861169,41.774209435,-87.59849352,"(41.774209435, -87.59849352)"
JD333950,08/15/2020 10:25:00 PM,019XX W 63RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,714,15,15,1164300,1862868,41.779325582,-87.673206293,"(41.779325582, -87.673206293)"
JD222297,04/26/2020 12:00:00 AM,043XX W 25TH ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,ALLEY,N,N,1013,22,26,1147730,1887029,41.845959928,-87.733335967,"(41.845959928, -87.733335967)"
JD245058,05/28/2020 01:50:00 AM,079XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,N,624,6,08B,1182930,1852635,41.750832464,-87.605224746,"(41.750832464, -87.605224746)"
JE161744,03/04/2021 12:00:00 PM,061XX N RICHMOND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2413,50,07,1155568,1940657,41.992965637,-87.703124597,"(41.992965637, -87.703124597)"
JE159344,03/04/2021 06:20:00 PM,009XX N HOYNE AVE,0460,BATTERY,SIMPLE,STREET,N,N,1212,2,08B,1162229,1906411,41.898855601,-87.679583807,"(41.898855601, -87.679583807)"
JE142118,02/14/2021 08:30:00 PM,052XX S MAY ST,0560,ASSAULT,SIMPLE,STREET,N,N,934,20,08A,1169540,1870130,41.799141363,-87.653785451,"(41.799141363, -87.653785451)"
JE159066,03/04/2021 07:00:00 AM,013XX W 111TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2234,34,14,1169340,1831156,41.69219568,-87.655644545,"(41.69219568, -87.655644545)"
JD219673,04/29/2020 12:01:00 AM,027XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1125,27,08B,1158141,1898314,41.876721194,-87.694820165,"(41.876721194, -87.694820165)"
JE141690,02/14/2021 04:06:00 PM,014XX W 73RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,734,17,08B,1167681,1855997,41.760398778,-87.661008075,"(41.760398778, -87.661008075)"
JE141720,02/14/2021 04:51:00 PM,013XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,612,17,08B,1168669,1854374,41.755923803,-87.65743376,"(41.755923803, -87.65743376)"
JE142093,02/14/2021 03:00:00 PM,032XX N PULASKI RD,0810,THEFT,OVER $500,RESIDENCE,N,Y,1732,30,06,1149151,1921510,41.940552082,-87.727227042,"(41.940552082, -87.727227042)"
JE141461,02/14/2021 12:11:00 PM,018XX S FAIRFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1023,28,14,1158331,1890640,41.855659079,-87.694332276,"(41.855659079, -87.694332276)"
JD337579,08/10/2020 06:00:00 AM,001XX W CONGRESS PKWY,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,122,4,06,1175138,1898034,41.875588919,-87.632421308,"(41.875588919, -87.632421308)"
JD337910,04/01/2020 06:30:00 AM,102XX W ZEMKE RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1654,41,07,1106955,1941060,41.994913946,-87.881937669,"(41.994913946, -87.881937669)"
JD222565,04/29/2020 12:57:00 PM,071XX N WESTERN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GAS STATION,N,N,2411,50,11,1159020,1947508,42.011694602,-87.690237586,"(42.011694602, -87.690237586)"
JD303509,07/19/2020 11:00:00 PM,115XX S AVENUE G,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,N,N,433,10,06,1203230,1828967,41.685390231,-87.531645026,"(41.685390231, -87.531645026)"
JD336538,08/15/2020 08:00:00 PM,035XX S ARTESIAN AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,911,12,26,1160594,1881234,41.829801481,-87.686286067,"(41.829801481, -87.686286067)"
JD221145,04/03/2020 05:10:00 PM,011XX S WABASH AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,123,4,06,1176950,1895442,41.868435518,-87.625846844,"(41.868435518, -87.625846844)"
JD222593,04/25/2020 03:02:00 PM,004XX W NORMAL PKWY,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,722,6,06,1174296,1860068,41.77142565,-87.636643121,"(41.77142565, -87.636643121)"
JD335831,08/15/2020 09:30:00 PM,109XX S NORMAL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2233,34,06,1174903,1832452,41.695630193,-87.635239148,"(41.695630193, -87.635239148)"
JD219947,04/29/2020 02:36:00 PM,040XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1724,33,06,1153661,1926888,41.955220995,-87.710507491,"(41.955220995, -87.710507491)"
JE159209,03/04/2021 04:00:00 PM,072XX S GREEN ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,733,6,08A,1171892,1856756,41.762390218,-87.645552416,"(41.762390218, -87.645552416)"
JD271979,06/22/2020 02:43:00 AM,016XX W MONTEREY AVE,0610,BURGLARY,FORCIBLE ENTRY,TAVERN / LIQUOR STORE,N,N,2234,34,05,1167385,1830155,41.689490753,-87.662830636,"(41.689490753, -87.662830636)"
JE141356,02/14/2021 02:00:00 AM,035XX N CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1633,36,07,1138390,1923189,41.945361403,-87.766737201,"(41.945361403, -87.766737201)"
JE158867,03/04/2021 06:20:00 AM,047XX S KEDZIE AVE,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,N,N,922,14,05,1155836,1873114,41.807616165,-87.703961465,"(41.807616165, -87.703961465)"
JE172299,02/20/2021 12:00:00 PM,071XX S YATES BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,334,7,11,1193451,1857980,41.765248775,-87.566496772,"(41.765248775, -87.566496772)"
JD212170,04/19/2020 04:54:00 AM,019XX E 71ST ST,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,Y,N,333,5,05,1190583,1858251,41.766062103,-87.576999944,"(41.766062103, -87.576999944)"
JD219990,04/29/2020 03:16:00 PM,015XX W GARFIELD BLVD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS STOP,N,N,713,16,14,1166698,1868111,41.793662168,-87.664265375,"(41.793662168, -87.664265375)"
JE159071,03/04/2021 01:30:00 PM,009XX W NORTH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,N,N,1822,27,08A,1169722,1910844,41.910860038,-87.651933148,"(41.910860038, -87.651933148)"
JE158844,03/04/2021 02:30:00 AM,004XX N ADA ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,1215,27,05,1167383,1902844,41.888958172,-87.660756161,"(41.888958172, -87.660756161)"
JE159687,03/04/2021 01:46:00 AM,0000X S HALSTED ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,HOTEL / MOTEL,N,N,1232,27,24,1171057,1900082,41.881299246,-87.647344977,"(41.881299246, -87.647344977)"
JD219758,04/29/2020 10:31:00 AM,076XX S COLFAX AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,421,7,08A,1194851,1854779,41.756430631,-87.561470724,"(41.756430631, -87.561470724)"
JD331074,08/13/2020 02:55:00 PM,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,Y,N,1654,41,18,,,,,
JD245684,05/28/2020 04:10:00 PM,011XX E 82ND ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),Y,N,411,8,08B,1185184,1850851,41.745884347,-87.597021041,"(41.745884347, -87.597021041)"
JE158602,03/04/2021 02:30:00 AM,055XX S CARPENTER ST,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,712,16,08A,1170260,1868000,41.793280756,-87.651207026,"(41.793280756, -87.651207026)"
JD249422,05/28/2020 04:00:00 AM,010XX N WOOD ST,0810,THEFT,OVER $500,STREET,N,N,1213,1,06,1164204,1907050,41.900567537,-87.672311649,"(41.900567537, -87.672311649)"
JE163699,01/03/2021 03:00:00 PM,007XX N LATROBE AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,APARTMENT,N,Y,1524,37,24,1141227,1904313,41.893511693,-87.756775768,"(41.893511693, -87.756775768)"
JD272081,06/22/2020 06:00:00 AM,019XX S CENTRAL PARK AVE,0850,THEFT,ATTEMPT THEFT,RESIDENCE - YARD (FRONT / BACK),N,N,1014,24,06,1152689,1889921,41.85379941,-87.715060248,"(41.85379941, -87.715060248)"
JD220099,04/29/2020 05:30:00 PM,111XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,N,N,522,34,26,1178229,1831287,41.692358646,-87.623096746,"(41.692358646, -87.623096746)"
JD333042,08/15/2020 04:00:00 AM,071XX S MAY ST,0560,ASSAULT,SIMPLE,STREET,N,Y,733,6,08A,1169885,1857545,41.764599135,-87.652885474,"(41.764599135, -87.652885474)"
JE141910,02/14/2021 10:00:00 PM,011XX N CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1524,37,07,1138796,1907218,41.901527848,-87.765633514,"(41.901527848, -87.765633514)"
JE141296,02/14/2021 06:16:00 AM,030XX S KEELEY ST,0460,BATTERY,SIMPLE,STREET,Y,N,913,11,08B,1169918,1884575,41.838771691,-87.65197918,"(41.838771691, -87.65197918)"
JE133719,02/05/2021 08:38:00 PM,095XX S BENNETT AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,Y,Y,431,7,26,1190514,1842119,41.721796078,-87.577772025,"(41.721796078, -87.577772025)"
